seas_id,player,tm,season,age,experience,g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,playoffs,w,l,forward,guard,center,All-NBA Probability
30942,Patrick Baldwin Jr.,GSW,2023,20,1,20,0,175,36,82,29,64,7,18,4,6,1,29,30,4,6,1,9,8,105,0,32,30,1,0,0,0
30938,P.J. Washington,CHO,2023,24,4,60,60,1975,346,780,121,346,225,434,104,139,61,224,285,144,54,67,84,159,917,0,20,43,1,0,0,0
30937,P.J. Tucker,PHI,2023,37,12,58,58,1518,74,170,43,101,31,69,19,22,78,161,239,46,29,13,38,141,210,0,39,21,1,0,0,0
30936,Ousmane Dieng,OKC,2023,19,1,19,0,284,32,77,13,45,19,32,2,5,8,41,49,26,5,6,12,22,79,0,28,33,1,0,0,0
30935,Otto Porter Jr.,TOR,2023,29,10,8,2,146,15,30,6,17,9,13,8,8,6,13,19,8,11,0,4,7,44,0,31,32,1,0,0,0
30934,Oshae Brissett,IND,2023,24,4,49,1,786,85,219,39,117,46,102,61,88,44,122,166,26,28,8,21,64,270,0,28,35,1,0,0,0
30929,Obi Toppin,NYK,2023,24,3,48,0,708,111,268,55,159,56,109,25,33,23,124,147,38,15,8,25,49,302,0,36,27,1,0,0,0
30925,Nikola Jović,MIA,2023,19,1,15,8,204,28,69,8,35,20,34,18,19,9,22,31,10,7,2,10,19,82,0,33,29,1,0,0,0
30923,Nicolas Batum,LAC,2023,34,15,60,11,1317,125,298,94,243,31,55,28,42,54,199,253,90,40,40,44,119,372,0,33,31,1,0,0,0
31006,Stanley Johnson,SAS,2023,26,8,30,0,469,65,122,18,40,47,82,26,39,22,73,95,67,16,6,33,48,174,0,15,47,1,0,0,0
31002,Simone Fontecchio,UTA,2023,27,1,34,0,346,42,127,25,87,17,40,17,22,16,21,37,20,6,6,21,32,126,0,31,32,1,0,0,0
30992,Sam Hauser,BOS,2023,25,2,60,4,934,131,288,99,239,32,49,10,15,27,125,152,43,18,16,20,76,371,0,44,18,1,0,0,0
30991,Saddiq Bey,ATL,2023,23,3,5,2,126,17,37,14,25,3,12,3,3,6,18,24,3,3,1,4,6,51,0,31,31,1,0,0,0
30978,Rui Hachimura,LAL,2023,24,4,14,8,344,54,118,9,31,45,87,26,39,18,57,75,9,4,4,7,8,143,0,29,33,1,0,0,0
30977,Rui Hachimura,LAL,2023,24,4,30,0,728,158,324,30,89,128,235,44,58,19,109,128,35,11,12,36,39,390,0,29,33,1,0,0,0
30976,Rui Hachimura,LAL,2023,24,4,44,8,1072,212,442,39,120,173,322,70,97,37,166,203,44,15,16,43,47,533,0,29,33,1,0,0,0
30974,Rudy Gay,UTA,2023,36,17,47,0,682,85,229,23,101,62,128,35,40,31,110,141,44,16,14,29,57,228,0,31,32,1,0,0,0
30973,Royce O'Neale,BRK,2023,29,6,58,52,1908,180,458,128,320,52,138,35,48,37,239,276,220,47,40,91,183,523,0,34,27,1,0,0,0
30972,Ron Harper Jr.,TOR,2023,22,1,4,0,14,4,7,2,4,2,3,0,0,1,1,2,0,0,0,0,0,10,0,31,32,1,0,0,0
