seas_id,player,tm,season,age,experience,g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,playoffs,w,l,forward,guard,center,All-NBA Probability
30965,Ricky Rubio,CLE,2023,32,12,16,0,267,27,88,13,49,14,39,15,20,4,33,37,56,18,2,13,25,82,0,39,25,0,1,0,0.01
30916,Neemias Queta,SAC,2023,23,2,4,0,25,6,8,0,0,6,8,0,2,4,5,9,1,0,1,1,7,12,0,36,25,0,0,1,0.01
30915,Naz Reid,MIN,2023,23,4,56,11,1011,238,448,57,174,181,274,64,97,66,209,275,61,35,49,75,141,597,0,32,32,0,0,1,0.01
30565,Danny Green,CLE,2023,35,14,6,0,71,6,19,6,15,0,4,1,1,1,4,5,2,2,1,5,9,19,0,39,25,0,1,0,0.01
30835,Kyrie Irving,DAL,2023,30,12,7,7,258,63,128,20,53,43,75,27,28,11,25,36,48,7,4,14,23,173,0,32,31,0,1,0,0.01
30830,Kyle Anderson,MIN,2023,29,9,51,35,1337,164,326,30,72,134,254,84,110,40,212,252,209,59,43,73,110,442,0,32,32,1,0,0,0.01
30729,JD Davison,BOS,2023,20,1,6,0,14,2,8,0,3,2,5,0,0,0,2,2,1,1,0,1,0,4,0,44,18,0,1,0,0.01
30746,John Wall,LAC,2023,32,11,34,3,755,138,338,33,109,105,229,77,113,14,78,92,178,27,12,80,59,386,0,33,31,0,1,0,0.01
30731,Jeff Green,DEN,2023,36,15,39,3,757,120,241,17,68,103,173,58,82,28,71,99,46,15,11,36,73,315,0,44,19,1,0,0,0.01
30474,Alondes Williams,BRK,2023,23,1,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,34,27,0,1,0,0.01
30931,OG Anunoby,TOR,2023,25,6,49,49,1750,298,657,90,251,208,406,116,141,72,194,266,98,98,37,106,150,802,0,31,32,1,0,0,0.01
